"","00:00","00:20","00:40","01:00","01:20","01:40","02:00","02:20","02:40","03:00","03:20","03:40","04:00","04:20","04:40","05:00","05:20","05:40","06:00","06:20","06:40","07:00","07:20","07:40","08:00","08:20","08:40","09:00","09:20","09:40","10:00","10:20","10:40","11:00","11:20","11:40","12:00","12:20","12:40","13:00","13:20","13:40","14:00","14:20","14:40","15:00","15:20","15:40","16:00","16:20","16:40","17:00","17:20","17:40","18:00","18:20","18:40","19:00","19:20","19:40","20:00","20:20","20:40","21:00","21:20","21:40","22:00","22:20","22:40","23:00","23:20","23:40"
"2016-09-07",0,0,0,0,0,0,0,178.25,184.87,0,0,258.12,118.25,0,0,0,0,166.98,0,126.74,0,130.67,82.53,106.35,0,151.8,97.43,137.22,121.78,80,0,168.57,177.78,49.46,119.51,29.23,93.39,91.22,173.02,158.76,108.09,128.25,45.33,0,56.11,205.66,99.89,52.35,44.97,103.61,0,0,60.55,132.02,106.41,164.01,187.38,59.04,0,62.19,0,134.13,193.1,175.49,67.17,0,0,168.11,0,0,0,0
"2016-09-08",162.11,121.7,0,0,0,0,0,0,0,133.53,0,0,0,0,0,0,0,132.7,66.78,104.53,64.81,74.36,0,58.94,47.62,51.47,0,35.01,0,0,208.81,68.26,137.41,76.35,0,81.09,34.41,60.7,102.3,28.21,86.77,76.34,41.43,97.14,83.74,107.25,0,88.5,56.9,106.38,207.87,39.14,39.4,195.88,162.77,141.38,283.6,0,0,178.3,118.85,149.4,72.4,48.76,104.41,0,163.27,127.48,0,0,184.09,0
"2016-09-09",0,0,0,229.86,0,0,0,0,0,0,0,0,0,92.52,0,0,0,145.44,0,0,99.45,49.58,0,92.31,41.32,44.76,66.31,105.15,79.17,102.53,22.27,35.52,34.53,0,53.96,106.06,52.02,0,26.46,126.79,114,88.88,65.84,43.46,90.73,70.18,60.83,80.41,51.82,57.98,71.56,67.92,130.1,86.2,126.87,0,280.02,0,0,98.74,114.99,0,212.95,172.42,293.78,262.8,0,85.22,125.84,0,0,0
"2016-09-10",0,0,210.51,116.43,0,140.08,0,0,0,0,0,0,0,0,0,0,0,0,0,124.46,59.59,58.12,172.62,0,56.76,64.76,74.98,24.74,0,51.12,50.61,52.11,45.13,81.39,106.26,67.22,31.03,55.73,59.17,74.14,63.23,106.3,27.65,65.53,50.63,85.16,0,111.74,31.15,84.05,149.18,69.63,166.5,74.5,0,0,83.98,115.95,71.89,0,64.52,35.23,135.01,152.13,126.9,207.26,226.2,95.4,0,143.84,0,0
"2016-09-11",104.86,0,153.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.9,0,0,28.41,118.75,50.05,104.08,195.66,86.14,117.45,97.46,46.63,54.6,95.83,131.17,32.57,86.75,211.79,140.45,160.51,47.84,23.87,89.7,49.93,30.77,20.7,0,32.74,42.54,91.39,27.02,68.04,97.74,155.66,65.41,207.26,61.8,64.91,389.3,362.12,0,82.7,64.67,147.25,0,139.16,97.89,0,245.97,0,0,162.67,188.51,0,0
"2016-09-12",150.39,0,0,0,179.81,0,0,0,148.29,0,212.66,0,0,169.84,0,0,0,151.99,0,149.43,0,111.28,0,0,46.99,89.69,40.31,82.96,90.96,123.07,49.91,106.02,68.73,155.34,97.17,243.54,58.81,73.27,31.4,112.08,81.96,93.77,83.99,91.18,130,99.78,77.69,0,100.58,121.11,134.02,121.88,94.73,194.67,0,56.37,114.03,167.23,0,281.3,173.23,0,0,0,0,100.06,0,0,0,153.44,0,0
"2016-09-13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.74,0,0,0,0,105.06,88.19,137.03,159.44,153.05,65.97,61.6,75.08,0,90.48,149.95,120.41,130.47,175.59,98.46,127.73,102.16,72.64,105.41,90.39,98.61,75.87,150.72,46.13,94.25,0,0,72.03,0,93.78,114.78,0,0,0,0,293.98,0,0,0,152.55,251.33,0,192.97,0,105.22,0,0,165.49,0,0,0
"2016-09-14",0,148.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.73,0,0,57.09,0,287.68,0,171,52.56,100.64,106.25,110.41,153.55,57.55,104.7,115.69,63.13,91.61,126.32,58.75,101.17,144.06,74.53,149.11,89.37,58.99,154.8,166.39,114.23,95.12,95.13,78.96,96.1,99.31,105.87,92.62,168.64,203.76,0,166.21,152.15,0,133.45,154.85,112.23,120.55,86.29,203.63,189.72,151.5,0,225.43,74.58,0,197.03
"2016-09-15",63.21,0,0,0,0,155.87,0,0,68.31,122.36,0,0,0,0,0,0,129.71,0,71.41,109.68,0,164.78,91,192.64,82.82,112.37,102.98,94.15,90.09,28.97,143.28,118.1,172.9,0,0,96.46,176.84,0,107.68,149.15,102.88,85.22,206.11,177.33,89.74,129.59,104.2,245.55,0,0,242.36,202.01,163.92,0,144.47,0,0,131.47,0,0,0,0,0,0,0,0,0,0,0,0,219.79,0
"2016-09-16",0,162.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.95,0,0,58.74,94.3,0,93.71,59.72,52.17,138.09,110,194.39,89.86,186.79,133.23,0,168.09,55.68,119.97,99.49,143.54,125.61,164.32,116.97,116.12,135.79,90.27,63.91,144.97,177.17,69.99,143.5,62.34,262.61,137.91,220.41,99.34,75.97,88.47,187.77,202.06,43.84,126.62,73.28,91.55,160.65,71.92,201.1,115.98,145.55,0,151.89,0,100.78,0
"2016-09-17",0,0,99.01,0,0,0,0,0,0,0,165.85,0,0,0,0,0,147.56,0,228.55,42.19,0,75.32,43.97,133.57,68.07,43.11,82.82,121.69,0,101.34,89.3,44.05,32.53,70.08,107.59,26.35,112.34,80.09,67.92,30.17,81.01,60.33,0,88.43,0,0,89.26,122.63,118.8,108.46,65.77,103.91,0,105.93,64.57,0,77.58,80,0,80.91,0,281.38,0,114.52,99.66,190.37,0,172.94,244.19,0,0,206.07
"2016-09-18",0,0,248.52,0,0,0,0,0,0,121.25,0,0,0,0,0,0,0,0,70.26,0,100.38,0,57.29,0,66.38,138.13,0,94.88,42.6,119.75,170.29,161.98,111.51,114.85,121.05,119.28,94.02,78.37,16.95,78.21,104.79,85.01,74.89,41.69,73.97,111.06,95.66,86.2,83.81,158.17,140.84,98.06,103.81,78.84,53.25,112.34,70.97,99.22,185.61,26.64,57.49,134.91,158.49,0,112.89,0,173.28,93.53,0,0,0,81.19
"2016-09-19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.58,88.08,123.12,97.16,127.96,107.45,82.78,74.3,109.6,73.7,24.08,173.31,16.48,39.21,83.2,32.47,167.4,45.92,0,58.39,55.49,48.66,189.12,42.08,99.64,88.76,0,110.79,18.3,72.69,0,61.29,173.2,30.05,46.65,140.91,115.08,0,0,0,0,149.64,0,0,0,0,139.25,57.65,0,65.27,0,0,149.77,0,0
"2016-09-20",67.89,0,0,0,0,0,0,0,0,0,0,0,194.31,0,0,192.42,0,137.75,83.28,114.48,50.69,133.15,0,147.26,46.46,125.96,93.11,0,84.52,37.85,0,29.91,56.77,0,0,94.4,0,48.87,25.41,67.56,14.96,45.34,52.88,21.04,30.24,47.88,0,81.05,0,43.62,94.88,0,57.98,75.07,0,337.95,293.87,52.53,58.12,73.7,80.47,161,143.02,0,0,225.41,75.14,0,77.82,186.02,0,0
"2016-09-21",171.96,0,0,0,0,0,0,0,180.6,0,0,0,0,0,0,0,0,115.18,0,138.5,30.44,167.63,80.03,192.77,192.36,60.99,44.72,135,78.85,134.56,27.71,0,85.18,106.44,87.61,124,140.82,0,115.26,102.14,46.84,73.63,78.58,93.68,35.17,52.75,48.16,106.89,141.8,153.53,110.71,237.81,205.02,0,0,0,0,0,102.29,120.57,178.5,54.84,105.57,190.54,0,0,234.6,80.02,122.66,218.69,0,64.73
"2016-09-22",124.91,0,183.73,0,0,0,0,0,50.95,0,0,0,136.53,0,0,0,0,114.7,0,43.45,57.81,78.88,72.31,204.84,31.25,31.89,75.53,0,169.72,132.86,141.17,0,103.89,90.25,103.61,121.2,176.35,127.79,79.98,151.56,86.39,122.31,62.45,72.74,165.22,49.12,65.81,141.04,0,31.84,121.62,0,44,0,68.25,0,0,191.08,0,0,0,0,70.85,85.22,82.29,47.84,0,127.56,143.41,0,0,0
"2016-09-23",31.67,0,0,180.38,0,0,0,0,0,0,0,0,0,0,112.31,0,253,0,170.58,37.92,37.47,61.09,72.71,96.99,117.93,112.04,35.41,69.77,81.59,142.52,119.22,110.76,120.78,116.34,118.41,64.57,139.44,89.39,106.09,61.67,67.76,101.62,74.59,62.87,198.23,106.5,73.01,129.59,74.9,88.86,74.83,92.82,0,72.33,0,58.02,90.93,205.95,0,107.21,44.98,82.03,56.97,44.45,93.28,0,244.25,0,58.78,191.66,0,0
"2016-09-24",168.48,0,0,134.82,0,0,0,0,0,0,0,0,199.22,0,150.96,0,0,0,53.22,74.47,84.35,83.16,0,157.48,127.19,120.57,100.75,72.81,94.7,110.52,111.12,115.32,180.45,168.55,174.58,73.78,25.4,63.66,26.95,127.22,106.42,168.59,118.86,100.12,124.22,0,99.92,71.78,87.42,85.32,179.66,146.67,185.19,71.77,33.76,55.12,125.26,65.23,160.54,0,0,52.96,96.93,0,189.77,204.32,109.53,91.46,0,147.9,0,168.52
"2016-09-25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.34,0,84.46,0,130.65,95.68,85.61,55.35,116.15,53.42,35.32,73.5,91.41,40.12,65.06,80.12,25.91,84.2,96.27,60.35,108.89,110.49,139.12,36.37,187.2,149.36,59.74,107.23,0,164.45,217.58,68.77,168.74,140,132.38,102.71,148.95,62.8,37.68,57.69,55.26,105.31,56.3,84.61,143.47,155.73,162.79,142.47,170.02,32.64,0,103.28,271.22,143.79,170.09,0,0,0
"2016-09-26",0,0,115.89,0,0,176.4,0,0,0,0,0,0,0,0,0,0,0,0,0,45.34,38.94,210.77,0,82.51,51.49,45.1,110.17,70.29,148.77,109.49,144.52,98.71,111.03,62.1,48.37,49.01,28.79,56.75,94.45,55.77,74,40.5,77.67,141.5,34.67,159.36,85.37,123.62,100.99,112.83,0,85.29,278.05,126.22,0,277.5,33.24,48.91,123.56,132.15,124.78,123.18,0,0,111.61,0,94.43,0,0,0,0,0
"2016-09-27",0,0,0,0,0,0,0,0,156.79,0,0,0,0,0,0,0,0,0,160.08,165.19,125.17,136.84,0,145.75,97.95,73.56,87.61,0,134.13,83,71.27,98.55,117.21,156.94,70.55,130.41,172.36,88.13,122.67,0,86.37,87.43,53.77,129.59,166.92,99.85,92.56,130.52,118.05,84.86,196.14,58.07,46.6,0,84.58,0,120.14,276.26,73.38,54.66,74.28,116.68,26.98,113.55,231,69.67,0,0,0,234.27,144.21,155.28
"2016-09-28",0,0,0,196.54,0,0,0,0,0,0,0,339.57,0,0,0,0,0,0,143.45,175.35,69.09,0,0,124.38,23.04,64.6,121.06,88.01,199.28,162.22,157.68,0,113.74,100.32,0,0,101.7,79.87,54.36,93.64,141.36,43.62,35.51,0,158.19,36.33,168.23,175.07,0,103.21,126.19,149.14,0,174.49,291.84,179.38,249.05,164.18,78.46,0,92.36,93.28,76.52,80.13,281.61,178.29,0,157.2,190.56,0,188.19,48.24
"2016-09-29",0,0,0,83.32,0,0,0,0,0,0,134.88,0,0,0,0,0,214.31,0,0,0,73.06,43.11,218.41,0,77.96,0,66.38,115.96,34.41,128.47,163.29,51.64,108.35,50.47,46.07,121.16,161.85,91.84,38.8,183.33,46.44,131.07,68.75,90.88,98.08,73.4,60.45,143.05,100.98,90.85,0,78.46,0,0,0,280.56,165.06,218.28,65.25,56.95,66.37,0,0,0,0,101.28,175.47,52.45,0,134.86,0,268.59
"2016-09-30",176.91,0,0,131.87,0,0,0,0,0,0,0,0,0,0,0,0,122.62,110.72,0,0,29.87,0,0,0,0,112.89,88.89,47.69,104.16,109.78,87.89,55.88,70.95,140.78,77.39,56.29,55.79,66.48,89.13,42.04,67.94,39.91,100.76,35.58,78.35,89.88,83.16,125.14,130.24,211.32,135.34,93.31,110.83,30.03,18.21,144.19,128.78,82.44,149.32,59.03,101.65,50.26,124.38,142.67,103.69,131.14,127.91,127.13,119.96,146.72,103.7,0
"2016-10-01",78.12,82.84,127.17,153.31,208.7,108.68,142.2,74.1,124.2,129.62,47.81,119.86,101.76,106.62,103.92,114.92,81.64,102.56,62.67,96.24,96.22,100.23,75.02,52.88,94.31,93.86,52.27,96.67,100.23,101.83,66.36,76.42,154.33,152.3,112.18,105.35,98.54,74.72,63.2,108.81,181.53,95.32,35.04,110.37,73.94,97.26,35.41,62.95,69.47,146.96,119.37,79.21,72.96,60.03,132.19,125.03,77.02,187.65,73.32,67.55,54.27,141.94,33.16,60.23,123.14,140.48,124.22,45.97,79.13,76.66,0,0
"2016-10-02",0,0,0,0,0,111.9,117.21,0,0,0,0,0,0,153.68,0,33.05,51.28,28.8,150.8,116.37,58.88,142.9,95.73,70.68,95.12,137.78,121.66,125.89,123.78,147.63,116.33,100.77,77.84,103.11,139.34,135.33,174.86,142.45,108.35,105.68,107.99,93.23,71.18,107.67,172,84.3,40.46,89.85,136.22,83.08,176.1,136.49,48.2,115.25,117.63,99.48,60.64,183.46,75.94,55.39,25.39,44.91,90.35,207.1,69.64,89.18,174.36,0,33.21,0,0,0
"2016-10-03",170.51,76.25,0,0,0,0,0,0,0,0,130.29,0,0,0,0,0,149.61,97.35,44.37,53.63,93.96,86.64,84,68.72,93.7,48.07,117.32,126.54,67.61,144.35,84.77,130.66,86.22,114.01,80.94,79.54,78.95,78.26,122.47,96.05,87.52,0,107.23,62.34,115.57,99,110.25,119.05,133.6,158.59,55.95,145.5,142.95,89.86,104.04,178.76,96.2,130.09,0,141.55,157.85,55.45,151.44,175.71,100.58,0,88.35,64.31,0,114.92,74.76,56.84
"2016-10-04",154.41,152.14,37.33,0,157.26,0,0,155.24,0,62.87,0,38.13,0,0,0,0,0,191.91,70.75,68.91,69.72,38.15,82.83,123.05,110.16,138.03,122.56,88.51,116.97,40.84,182.87,62.43,149.06,87.66,206.49,161.13,102.67,126.59,75.59,137.38,89.63,91.05,47.08,104.41,109.74,109.63,79.24,52.75,171.27,135.84,98.03,128.18,60.98,31.74,96.07,90.5,0,79.42,115.36,61.35,111.84,118.56,0,188.51,170.63,68.15,0,103.28,202.14,79.1,114.63,63.15
"2016-10-05",0,0,0,0,0,122.52,0,0,0,0,0,0,0,0,124.41,142.74,0,133.72,70.23,66.44,82.98,40.28,77,83.23,82.66,65.21,112.99,127.61,126.18,119.22,68.56,66.81,65.24,121.57,94.69,147.74,52.71,75.61,40.72,108.11,118.64,116.72,67.45,97.51,117.69,140.2,122.76,73.47,39.38,101.29,97.38,0,163.98,109.98,35.95,133.21,119.31,143.68,117.19,37.41,133.9,102.96,62,55.03,0,86.82,150.94,0,136.41,0,0,83.16
"2016-10-06",0,149.14,123.71,197.16,120.58,0,0,0,0,0,0,0,0,0,0,70.22,0,77.72,0,87.68,52.14,50.7,116,93.74,36.59,63.63,100.92,92.45,56.64,141.41,60.4,148.99,137.37,100.74,67.99,91.15,120.36,114.71,144.7,104.34,47.35,72.98,34.86,48.48,103.59,24.6,72,92.85,21.94,109.51,112.03,53.3,160.19,81.89,41.74,74.08,92.9,208.29,36.01,45.91,0,87.21,55.3,68.18,0,0,101.38,0,0,118.57,0,0
"2016-10-07",0,149.53,0,0,0,0,0,0,0,0,151.3,0,0,0,0,0,204.4,149.92,60.25,101.53,76.47,0,27.81,63.58,110.27,66.64,18.27,122.85,130.43,87.07,123.23,104.6,27.89,70.73,31.12,53.66,41.06,106.65,109.85,110.97,32.85,0,45.09,42.23,33.22,0,57.03,119.46,74.46,59.63,40.67,61.58,0,39.41,66.32,107.78,0,124.16,0,86.27,0,138.33,133.19,0,134.42,141.37,243.26,202.66,144.34,0,0,0
"2016-10-08",0,0,127.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.27,0,69.97,0,148.56,228.79,0,0,26.86,83.51,80.9,86.09,109.94,89.04,105.07,122.4,0,26.31,0,0,37.07,42.96,41.67,74.34,46.45,82.1,82.2,66.29,27.15,64.56,62.06,109.41,157.32,145.99,193.47,72.28,0,136.12,98.76,167.87,0,184.33,0,0,0,81.18,0,0,94.26,0,168.78,179.94,0,0
"2016-10-09",0,0,174.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.85,0,162.94,0,79.41,116.88,135.81,27.76,0,155.46,58.93,88.33,74.69,72.66,125.76,73.51,48.47,58.24,128.54,74.13,102.91,124.22,0,57.96,84.69,79.61,0,86.01,83.8,0,94.98,193.4,108.06,112.65,109.62,195.66,99.34,241.73,120.91,120.28,168.51,0,0,60.56,0,180.62,0,0,0,201.66,0,199.25,0,0,155.96
"2016-10-10",136.14,63.07,0,0,91.97,0,112.53,0,0,0,0,0,0,0,0,0,0,0,0,60.52,23.92,63.22,105.71,29.4,89.74,86.05,89.03,163.75,143.84,88.52,87.39,128.73,82.17,0,0,32.1,99.92,49.69,113.68,83.15,89.41,98.9,56.56,103.36,96.12,114.84,105.6,80.96,133.44,73.77,31.44,87.49,81.5,0,73.88,183.97,0,0,121.3,0,0,66.03,77.81,69.95,184.14,123.29,0,213.69,140.46,0,0,0
"2016-10-11",0,0,0,0,0,0,0,179.52,0,0,0,0,0,0,0,164.26,164.07,68.67,0,98.66,90.59,29.29,105.71,86.55,79.15,111.24,46.73,124.6,43,47.5,120.6,127.48,110.32,90.4,121.55,72.69,127.23,61.91,83.09,103.33,75.34,99.14,79.44,51.02,151.52,133.62,78.76,112.19,113.72,129.66,96.5,108.45,64.43,115.04,125.05,159.7,0,0,80.31,85,102.12,82.86,130.58,63.52,161.02,67.18,81.5,0,195.35,0,137.63,0
"2016-10-12",0,0,0,278.5,0,0,0,0,0,0,0,0,0,0,0,0,94.1,0,0,200.06,51.96,102.6,0,143.44,73.19,108.18,86.26,152.58,46.53,194.99,40.54,47.48,77.77,181.86,121.09,123.8,60.56,37.1,119.29,114.85,47.51,139.48,95.85,57.8,71.59,62.06,123.08,75.51,68.23,82.59,100.22,34.82,172.73,57.24,46.53,0,73,0,169.59,196.28,91.55,124.47,82.66,0,97.23,0,156.96,89.74,0,76.66,28.13,0
"2016-10-13",0,145.37,0,0,0,0,145.63,0,0,0,0,0,142.71,0,0,111.88,0,0,51.02,0,57.6,122.56,0,178.63,135.94,107.41,144.33,144.01,88.17,88.68,91.45,49.13,106.31,133.95,99.98,76.83,76.17,102.75,107.89,144.87,90.38,91.89,71.37,77.1,43.83,110.8,91.59,81.19,127.15,190.26,26.84,89.14,148.92,186.2,0,100.25,239.65,57.98,153,36.84,63.72,0,105.36,114.12,111.87,81.33,0,0,165.88,0,62.45,0
"2016-10-14",0,0,0,0,0,71.6,0,0,0,0,0,0,135.25,0,249.95,0,0,0,0,69.34,32.2,0,0,64.8,28.36,70.88,69.66,187.8,111.83,128.49,112.24,63.6,58.22,87.16,99.93,89.74,100.93,118.7,89.74,157.64,119.71,126.95,57.12,0,0,0,0,126.53,98.62,57.24,60.77,146.28,265.63,193.05,262.06,0,99.48,128.17,61.16,229.78,115.86,104.42,130.85,95.13,89.89,185.86,146.05,189.39,185.52,157.58,0,0
"2016-10-15",188.08,0,0,0,0,0,0,0,229.68,0,0,0,0,0,0,72.31,153.21,0,31.38,0,57.61,107.3,116.08,25.43,101.29,101.81,121.26,114.99,148.14,121.3,0,132.08,216.82,73.31,147.19,121.11,65.7,89.66,136.81,277.71,0,220.44,0,150.76,71.16,136.09,141.72,146.67,91.87,127.03,166.9,129.9,107.51,104.12,83.25,122.4,178.44,0,174.08,0,0,155.31,51.73,128.62,160.54,90.53,156.31,0,0,0,0,71.25
"2016-10-16",0,0,0,0,0,0,0,0,211.46,0,0,0,0,0,0,0,114.24,0,0,208.9,0,0,68.76,106.51,95.14,118.11,122.23,97.81,59.26,128.51,140.59,59.87,116.32,131.9,61.88,0,177.49,22.26,134.8,129.55,65.01,98.27,86.34,92.27,122.27,59.05,134.23,150.47,37.85,231.69,115.82,116.39,75.44,150.79,90.74,291.4,0,129.98,89.73,202.09,41.1,86.67,104.17,150.91,89.97,0,183.47,0,112.67,187.25,0,0
"2016-10-17",0,0,0,0,0,0,0,195.79,0,0,0,0,0,144.23,223.76,0,0,0,196.3,0,71.81,0,224.46,101.33,110.06,0,74.61,125.42,121.08,94.67,94.81,100.15,144.03,83.47,65.82,57.63,111.98,81.23,108.69,82.5,54.69,82.92,136.53,145.52,145.84,115.18,80.75,127.06,105.17,64.47,170.89,79.5,113.42,0,267.11,0,0,0,0,47.06,0,0,57.32,0,121.61,0,0,76.77,0,194.33,79.89,0
