"date","hour","pressure","wind_direction","wind_speed","rel_humidity","precipitation"
"2016-08-24",6,998.8,160,2.3,51,0
"2016-08-24",9,998.3,114,2.7,48,0
"2016-08-24",12,999.6,88,3,56,0
"2016-08-24",15,1000.4,109,3,70,0
"2016-08-24",18,999.7,48,1.5,76,0
"2016-08-24",21,999.7,342,1.1,82,0
"2016-08-25",0,1000.4,86,1.1,66,0
"2016-08-25",3,999.7,106,1.6,51,0
"2016-08-25",6,998.1,62,4.5,45,0
"2016-08-25",9,997.4,100,2.7,42,0
"2016-08-25",12,999.2,107,2.1,51,0
"2016-08-25",15,1000.4,61,1.3,75,0
"2016-08-25",18,1000.2,69,1.9,82,0
"2016-08-25",21,1000.7,44,2.2,84,0
"2016-08-26",0,1002.4,59,2.6,74,0
"2016-08-26",3,1002.8,317,0.9,91,14.6
"2016-08-26",6,1001.2,9,4.3,51,0
"2016-08-26",9,1001.9,359,7.3,65,0
"2016-08-26",12,1004.2,10,6.4,75,0
"2016-08-26",15,1005.4,336,3.3,84,0
"2016-08-26",18,1005.2,357,3,77,0
"2016-08-26",21,1005.6,338,2.9,75,0
"2016-08-27",0,1006.6,0,4.9,72,0
"2016-08-27",3,1005.7,348,3.8,56,0
"2016-08-27",6,1003.5,310,4.1,50,0
"2016-08-27",9,1003.5,338,5,46,0
"2016-08-27",12,1004.6,354,2.1,53,0
"2016-08-27",15,1005,338,2.3,57,0
"2016-08-27",18,1004.5,359,4.3,60,0
"2016-08-27",21,1005.4,317,1.7,66,0
"2016-08-28",0,1006.2,320,3.6,57,0
"2016-08-28",3,1005.7,359,7.3,36,0
"2016-08-28",6,1003.9,4,5.9,29,0
"2016-08-28",9,1003,353,4.3,27,0
"2016-08-28",12,1004.1,321,2.2,39,0
"2016-08-28",15,1004.9,324,3,55,0
"2016-08-28",18,1004.7,312,2.1,58,0
"2016-08-28",21,1005.1,295,0.7,72,0
"2016-08-29",0,1006.2,172,0.5,59,0
"2016-08-29",3,1005.4,310,1.9,43,0
"2016-08-29",6,1003.4,333,2,35,0
"2016-08-29",9,1002.5,26,4.1,39,0
"2016-08-29",12,1004.1,29,3.6,40,0
"2016-08-29",15,1004.9,319,2.3,57,0
"2016-08-29",18,1004.1,292,1.7,58,0
"2016-08-29",21,1003.8,241,1.1,71,0
"2016-08-30",0,1004.6,209,1.8,60,0
"2016-08-30",3,1003.4,333,2.3,40,0
"2016-08-30",6,1000.8,341,3.9,34,0
"2016-08-30",9,1000,335,5.3,32,0
"2016-08-30",12,1001.6,349,0.6,44,0
"2016-08-30",15,1002.2,204,1.6,60,0
"2016-08-30",18,1000.8,215,2.9,60,0
"2016-08-30",21,1000.4,233,0.9,71,0
"2016-08-31",0,1001.1,203,2.2,59,0
"2016-08-31",3,999.8,219,4,41,0
"2016-08-31",6,997.2,219,4.3,31,0
"2016-08-31",9,996.1,237,1.8,34,0
"2016-08-31",12,997.4,244,2,48,0
"2016-08-31",15,998.3,274,2.4,49,0
"2016-08-31",18,997.8,249,1.7,60,0
"2016-08-31",21,997.1,233,1.9,65,0
"2016-09-01",0,998.1,226,1.7,61,0
"2016-09-01",3,997.9,236,2.7,54,0
"2016-09-01",6,995.8,220,4.8,46,0
"2016-09-01",9,995.3,212,5.5,45,0
"2016-09-01",12,997.3,213,4.3,58,0
"2016-09-01",15,998.2,224,4.7,67,0
"2016-09-01",18,997.6,218,3.3,73,0
"2016-09-01",21,998.2,223,2.9,78,0
"2016-09-02",0,999.6,241,2.9,69,0
"2016-09-02",3,999.2,151,2.4,56,0
"2016-09-02",6,997.7,124,2.1,38,0
"2016-09-02",9,997.5,96,3.7,32,0
"2016-09-02",12,999.1,325,1.6,46,0
"2016-09-02",15,1000,29,1.1,53,0
"2016-09-02",18,1000.5,327,1.4,73,0
"2016-09-02",21,1001.3,321,0.6,80,0
"2016-09-03",0,1002.5,85,0.9,68,0
"2016-09-03",3,1002.3,112,3.4,37,0
"2016-09-03",6,1001.6,104,3.4,26,0
"2016-09-03",9,1001.7,93,2,25,0
"2016-09-03",12,1003.2,97,2.3,42,0
"2016-09-03",15,1004.2,108,2,60,0
"2016-09-03",18,1004.2,50,1.8,82,0
"2016-09-03",21,1004.3,97,1.2,90,0
"2016-09-04",0,1005.6,319,1.2,74,0
"2016-09-04",3,1005.2,88,2.8,53,0
"2016-09-04",6,1003.9,86,2.9,52,0
"2016-09-04",9,1004.4,113,2.2,74,0
"2016-09-04",12,1005.4,93,4.1,75,0
"2016-09-04",15,1005.5,146,1.8,77,0
"2016-09-04",18,1004.7,67,1.5,77,0
"2016-09-04",21,1005.4,42,2.1,77,0
"2016-09-05",0,1006.7,82,2.3,80,0
"2016-09-05",3,1006.7,94,3.4,70,0
"2016-09-05",6,1005.1,98,3.2,57,0
"2016-09-05",9,1005,65,2.4,61,0
"2016-09-05",12,1005.7,112,3,68,0
"2016-09-05",15,1005.4,94,0.9,77,0
"2016-09-05",18,1005.2,67,1.6,85,0
"2016-09-05",21,1004.6,351,0.8,96,0.4
"2016-09-06",0,1006.1,339,2.4,78,0
"2016-09-06",3,1006.4,342,2.3,65,0
"2016-09-06",6,1005.2,9,4.2,70,0
"2016-09-06",9,1004.3,340,2.1,77,0
"2016-09-06",12,1004.7,328,2,86,0
"2016-09-06",15,1004.1,302,2.5,92,0
"2016-09-06",18,1003,342,2.9,95,0.3
"2016-09-06",21,1003,33,2.9,94,0.2
"2016-09-07",0,1004.1,5,2,96,0.3
"2016-09-07",3,1004.5,53,1.3,89,0.2
"2016-09-07",6,1003.3,335,2.1,83,0
"2016-09-07",9,1003.5,240,0.9,85,0
"2016-09-07",12,1004.6,104,1.8,88,0
"2016-09-07",15,1004.5,223,1,94,0
"2016-09-07",18,1004,5,0.8,94,0
"2016-09-07",21,1004.8,231,2.3,96,0
"2016-09-08",0,1005.8,256,0.9,86,0
"2016-09-08",3,1005.1,195,2,72,0
"2016-09-08",6,1004.4,138,2,56,0
"2016-09-08",9,1004.3,125,2.1,59,0
"2016-09-08",12,1005.5,87,1.1,63,0
"2016-09-08",15,1005.7,192,1.1,81,0
"2016-09-08",18,1005.4,350,1.6,85,0
"2016-09-08",21,1005.7,200,1,92,0
"2016-09-09",0,1006.6,330,0.5,80,0
"2016-09-09",3,1006.1,37,2.1,61,0
"2016-09-09",6,1004.7,86,2.1,50,0
"2016-09-09",9,1004.5,92,4.1,57,0
"2016-09-09",12,1005.5,66,2.1,68,0
"2016-09-09",15,1005.5,320,1.6,75,0
"2016-09-09",18,1005,330,3.6,80,0
"2016-09-09",21,1005.4,315,1.8,88,0
"2016-09-10",0,1006.7,316,1.2,88,0
"2016-09-10",3,1005.8,350,1,74,0
"2016-09-10",6,1005.2,105,1.9,54,0
"2016-09-10",9,1004.8,68,2.3,56,0
"2016-09-10",12,1006.1,110,2.1,75,0
"2016-09-10",15,1006.6,214,1.4,74,0
"2016-09-10",18,1006.3,21,0.8,74,0.1
"2016-09-10",21,1007.2,107,1.5,72,0
"2016-09-11",0,1008.5,44,1.3,72,0.4
"2016-09-11",3,1009.3,123,2.2,82,0.2
"2016-09-11",6,1008.6,174,2.8,73,0
"2016-09-11",9,1007.8,149,1.9,85,0.3
"2016-09-11",12,1009.9,337,1.8,93,0.1
"2016-09-11",15,1010.5,295,1.8,94,0
"2016-09-11",18,1010.2,322,1.8,95,0
"2016-09-11",21,1010.8,323,2,96,0
"2016-09-12",0,1012.1,330,1.8,89,0
"2016-09-12",3,1011.5,202,0.8,65,0
"2016-09-12",6,1009.8,325,1,56,0
"2016-09-12",9,1010.1,112,1.9,55,0
"2016-09-12",12,1012.3,103,2.6,72,0
"2016-09-12",15,1012.4,96,0.4,81,0
"2016-09-12",18,1011.9,320,2,87,0
"2016-09-12",21,1012.1,332,1.8,90,0
"2016-09-13",0,1012.6,48,2.3,79,0
"2016-09-13",3,1012.5,30,3.8,64,0
"2016-09-13",6,1011.4,66,2.4,68,0
"2016-09-13",9,1011.6,218,1,88,0.4
"2016-09-13",12,1012.6,181,2,93,0.1
"2016-09-13",15,1013.2,227,1.6,95,2.5
"2016-09-13",18,1011.3,331,1.6,95,0
"2016-09-13",21,1010.9,352,1.5,97,9.4
"2016-09-14",0,1011.7,10,1.4,96,0.1
"2016-09-14",3,1011.6,2,2.7,96,0.5
"2016-09-14",6,1009.7,343,3.3,97,0.8
"2016-09-14",9,1009,338,2.6,97,0.5
"2016-09-14",12,1009.8,353,2.9,92,0
"2016-09-14",15,1009.2,344,2.4,96,2.2
"2016-09-14",18,1007.7,349,2.4,98,0.2
"2016-09-14",21,1006.8,357,1.8,98,1.3
"2016-09-15",0,1006.9,36,1.5,98,0.6
"2016-09-15",3,1006.3,41,3.3,95,2.2
"2016-09-15",6,1005.1,67,5.2,95,2.8
"2016-09-15",9,1004.5,62,2,95,7.3
"2016-09-15",12,1004.9,100,7.1,95,6.5
"2016-09-15",15,1004.2,94,4.1,95,1.8
"2016-09-15",18,1002.3,115,1.6,97,3.5
"2016-09-15",21,1000.6,110,2.7,97,1.5
"2016-09-16",0,1000.4,139,1.4,97,0
"2016-09-16",3,1000.4,158,3.2,86,0
"2016-09-16",6,999.6,211,2,81,0
"2016-09-16",9,999.7,224,2.8,92,0.1
"2016-09-16",12,1001.8,337,2.6,92,0
"2016-09-16",15,1003.2,349,1.9,89,0
"2016-09-16",18,1003.7,336,3.2,86,0
"2016-09-16",21,1004.4,344,2.5,87,0
"2016-09-17",0,1006.4,333,2.7,84,0
"2016-09-17",3,1006.8,4,4,78,0
"2016-09-17",6,1005,348,5,64,0
"2016-09-17",9,1005.4,350,4.1,71,0
"2016-09-17",12,1006.4,358,2.2,75,0
"2016-09-17",15,1006.9,22,3.9,78,0
"2016-09-17",18,1005.8,355,3.7,84,0
"2016-09-17",21,1006.2,0,4.9,85,0
"2016-09-18",0,1007,354,3.5,82,0
"2016-09-18",3,1006.5,28,5.6,65,0
"2016-09-18",6,1004.7,7,4.4,57,0
"2016-09-18",9,1004.4,359,5.2,52,0
"2016-09-18",12,1006.2,7,4.6,64,0
"2016-09-18",15,1007.5,12,5.5,68,0
"2016-09-18",18,1006.8,350,2.8,76,0
"2016-09-18",21,1007,331,4.7,77,0
"2016-09-19",0,1008.2,329,2.8,76,0
"2016-09-19",3,1008.3,15,4.5,67,0
"2016-09-19",6,1007.4,12,6.2,56,0
"2016-09-19",9,1008.3,351,5.3,72,0.1
"2016-09-19",12,1010.4,302,2.3,92,1.1
"2016-09-19",15,1011.1,18,2.6,80,0
"2016-09-19",18,1011.1,333,2.4,75,0
"2016-09-19",21,1012,319,2.7,75,0
"2016-09-20",0,1013.2,341,3.5,68,0
"2016-09-20",3,1013.5,354,2.6,58,0
"2016-09-20",6,1012.2,7,4.6,43,0
"2016-09-20",9,1012.6,11,4.5,42,0
"2016-09-20",12,1013.7,25,1.7,53,0
"2016-09-20",15,1014,326,2.2,65,0
"2016-09-20",18,1013.8,327,1.4,74,0
"2016-09-20",21,1014.1,330,1,80,0
"2016-09-21",0,1015.5,219,0.7,69,0
"2016-09-21",3,1015.4,17,2.4,59,0
"2016-09-21",6,1013.1,328,3,56,0
"2016-09-21",9,1013.2,348,1.5,67,0
"2016-09-21",12,1014.1,320,2.4,91,0.5
"2016-09-21",15,1014.1,310,1,93,0
"2016-09-21",18,1013.1,341,1.7,94,0
"2016-09-21",21,1012.9,320,1.6,96,0
"2016-09-22",0,1013.9,281,1.5,91,0
"2016-09-22",3,1013,187,2.5,62,0
"2016-09-22",6,1010.8,117,2.3,54,0
"2016-09-22",9,1010.6,91,2.6,57,0
"2016-09-22",12,1011.7,91,3.6,72,0
"2016-09-22",15,1012,86,2.7,80,0
"2016-09-22",18,1011.6,33,1.1,84,0
"2016-09-22",21,1011.3,324,1.7,92,0
"2016-09-23",0,1011.8,335,0.7,84,0
"2016-09-23",3,1010.9,222,1.7,68,0
"2016-09-23",6,1008.4,90,2.5,53,0
"2016-09-23",9,1008.2,96,4.5,61,0
"2016-09-23",12,1009.5,80,2.5,77,0
"2016-09-23",15,1009.7,82,2,79,0
"2016-09-23",18,1008.8,317,1.8,88,0
"2016-09-23",21,1008.9,319,1.7,93,0
"2016-09-24",0,1009.8,301,1,87,0
"2016-09-24",3,1009.2,193,1.3,64,0
"2016-09-24",6,1006.6,54,3.8,55,0
"2016-09-24",9,1006.3,78,5.2,64,0
"2016-09-24",12,1007.8,60,2.5,78,0
"2016-09-24",15,1008,73,1.5,82,0
"2016-09-24",18,1007.1,325,1.4,91,0
"2016-09-24",21,1007.5,324,1.1,93,0
"2016-09-25",0,1008.7,195,1.1,87,0
"2016-09-25",3,1008.9,102,2.4,65,0
"2016-09-25",6,1006.4,85,2.9,58,0
"2016-09-25",9,1006.6,57,2.8,57,0
"2016-09-25",12,1008,83,2.9,76,0
"2016-09-25",15,1007.9,53,1.4,85,0
"2016-09-25",18,1007.2,11,0.9,87,0
"2016-09-25",21,1007.2,358,0.5,93,0
"2016-09-26",0,1008.4,307,1.3,83,0
"2016-09-26",3,1007.7,174,1.6,57,0
"2016-09-26",6,1005.4,37,4.1,56,0
"2016-09-26",9,1005.6,81,2.6,66,0
"2016-09-26",12,1007,96,3.5,78,0
"2016-09-26",15,1007.1,315,0.8,86,0
"2016-09-26",18,1005.7,46,1.3,92,0
"2016-09-26",21,1005.7,87,1.5,90,0
"2016-09-27",0,1006.9,79,2.1,86,0
"2016-09-27",3,1006.3,72,3,77,0
"2016-09-27",6,1004.3,96,3.6,63,0
"2016-09-27",9,1004.6,104,4.2,72,0
"2016-09-27",12,1006.1,40,3.4,85,0
"2016-09-27",15,1005.2,70,3.1,87,0
"2016-09-27",18,1004.2,56,1.7,95,1.2
"2016-09-27",21,1003,28,2.9,94,0
"2016-09-28",0,1004.7,46,3.4,91,0
"2016-09-28",3,1004.5,65,4.3,86,0
"2016-09-28",6,1003.2,92,7.5,94,5.5
"2016-09-28",9,1004.2,53,5.1,93,1.3
"2016-09-28",12,1006.1,57,3.9,94,3
"2016-09-28",15,1006.7,51,3.4,95,1.8
"2016-09-28",18,1005.6,38,5.5,94,1.2
"2016-09-28",21,1005.5,29,4.1,95,0.5
"2016-09-29",0,1007.8,345,2.3,97,3.1
"2016-09-29",3,1007.9,359,5.1,96,0.4
"2016-09-29",6,1006.4,355,6.9,95,0.1
"2016-09-29",9,1006.4,356,4,96,1.4
"2016-09-29",12,1007.6,10,3.1,97,1.5
"2016-09-29",15,1007.9,342,2.6,97,0.3
"2016-09-29",18,1006.4,354,1.8,97,0.2
"2016-09-29",21,1006.7,343.666666666667,1.96666666666667,93.3333333333333,0.133333333333333
"2016-09-30",0,1007,333.333333333333,2.13333333333333,89.6666666666667,0.0666666666666667
"2016-09-30",3,1007.3,323,2.3,86,0
"2016-09-30",6,1005.5,164,1,80,0
"2016-09-30",9,1006.2,16,3.5,81,0
"2016-09-30",12,1008.4,351,2.3,83,0
"2016-09-30",15,1008.9,334,1.4,89,0
"2016-09-30",18,1008.8,319,0.9,96,0
"2016-09-30",21,1008.6,284,0.7,96,0
"2016-10-01",0,1009.4,999017,0.1,93,0
"2016-10-01",3,1010,188,1.1,82,0
"2016-10-01",6,1008.1,222,1.4,75,0
"2016-10-01",9,1007.5,99,1.1,74,0
"2016-10-01",12,1009,326,0.9,90,0
"2016-10-01",15,1009.2,322,2.2,94,0
"2016-10-01",18,1008.3,334,0.8,95,0
"2016-10-01",21,1007.2,172,2,95,0
"2016-10-02",0,1007.8,227,2.1,89,0
"2016-10-02",3,1007,220,2.9,64,0
"2016-10-02",6,1004.4,208,2.3,52,0
"2016-10-02",9,1004.1,235,1.4,66,0
"2016-10-02",12,1005.9,9,5.9,79,0
"2016-10-02",15,1006.4,358,2.3,93,0
"2016-10-02",18,1005.5,5,1,91,0
"2016-10-02",21,1005.6,11,2.7,90,0
"2016-10-03",0,1007.4,13,2.6,85,0
"2016-10-03",3,1007.9,10,1.9,79,0
"2016-10-03",6,1005.8,35,2.6,72,0
"2016-10-03",9,1006.2,44,3.6,79,0
"2016-10-03",12,1007.5,29,1.8,78,0
"2016-10-03",15,1008.2,62,3.1,76,0
"2016-10-03",18,1007.7,347,1.3,80,0
"2016-10-03",21,1007.5,303,1.9,88,0
"2016-10-04",0,1008,330,2.3,84,0
"2016-10-04",3,1007.4,344,2,74,0
"2016-10-04",6,1005.5,329,1.3,71,0
"2016-10-04",9,1005.1,327,1.5,75,0
"2016-10-04",12,1006.4,330,1.3,78,0
"2016-10-04",15,1006.8,310,1.5,80,0
"2016-10-04",18,1006.6,335,2,90,0
"2016-10-04",21,1007.9,250,1.4,90,0
"2016-10-05",0,1010,32,0.9,80,0
"2016-10-05",3,1010.2,340,1.5,68,0
"2016-10-05",6,1009.2,126,1.5,64,0
"2016-10-05",9,1009.4,52,2.8,64,0
"2016-10-05",12,1011.5,59,2,72,0
"2016-10-05",15,1012.3,8,3.3,76,0
"2016-10-05",18,1012,84,2,86,0
"2016-10-05",21,1013,37,2.7,82,0
"2016-10-06",0,1014.9,56,4.1,81,0
"2016-10-06",3,1014.9,53,4.7,69,0
"2016-10-06",6,1013.4,59,1.5,82,0.8
"2016-10-06",9,1014.2,64,3.2,69,0
"2016-10-06",12,1015.1,85,1.5,74,0
"2016-10-06",15,1014.2,87,1.8,76,0
"2016-10-06",18,1012.8,4,1.5,80,0
"2016-10-06",21,1012,25,2.3,81,0
"2016-10-07",0,1012.5,38,3.3,83,0
"2016-10-07",3,1010.9,331,1.8,92,0.3
"2016-10-07",6,1009.1,299,2.5,96,0
"2016-10-07",9,1008.7,310,1.5,97,0
"2016-10-07",12,1008.9,319,1.8,98,0.6
"2016-10-07",15,1008.9,353,2.5,98,2.5
"2016-10-07",18,1008.1,342,4.1,97,2
"2016-10-07",21,1008.2,355,4.8,97,1.9
"2016-10-08",0,1010.6,2,4.2,94,1
"2016-10-08",3,1011,5,5.5,81,0
"2016-10-08",6,1010.1,17,3.6,72,0
"2016-10-08",9,1011.1,357,3.2,80,0
"2016-10-08",12,1013.9,41,4.6,66,0
"2016-10-08",15,1014.9,15,5.5,60,0
"2016-10-08",18,1014.9,340,2.4,73,0
"2016-10-08",21,1015.2,354,3.3,64,0
"2016-10-09",0,1016.4,1,4,66,0
"2016-10-09",3,1016.1,66,2.5,56,0
"2016-10-09",6,1014,54,3.5,49,0
"2016-10-09",9,1014.3,28,5.6,55,0
"2016-10-09",12,1016.1,52,6,58,0
"2016-10-09",15,1016.3,57,4.4,60,0
"2016-10-09",18,1015.4,4,1.3,67,0
"2016-10-09",21,1014.5,333,2.5,80,0
"2016-10-11",0,1015.5,351,2.2,74,0
"2016-10-11",3,1014.7,45,3.5,66,0
"2016-10-11",6,1012.8,64,3,50,0
"2016-10-11",9,1013.2,87,2.4,56,0
"2016-10-11",12,1015.1,105,3.5,70,0
"2016-10-11",15,1015.9,45,2.8,66,0
"2016-10-11",18,1015.7,347,2.3,73,0
"2016-10-11",21,1016.7,4,1.9,74,0
"2016-10-12",0,1018.4,56,4.5,60,0
"2016-10-12",3,1018.3,46,2.9,68,0
"2016-10-12",6,1016.4,100,3.1,59,0
"2016-10-12",9,1016.5,39,3.7,57,0
"2016-10-12",12,1017.4,360,1.4,63,0
"2016-10-12",15,1017,326,1.6,78,0
"2016-10-12",18,1016.1,327,1.9,83,0
"2016-10-12",21,1015.8,14,2.3,79,0
"2016-10-13",0,1017,74,2,78,0
"2016-10-13",3,1017.6,39,3.7,64,0
"2016-10-13",6,1015.2,48,2.3,63,0
"2016-10-13",9,1015.3,46,2.3,61,0
"2016-10-13",12,1016.8,24,2.2,69,0
"2016-10-13",15,1016.6,41,1.8,71,0
"2016-10-13",18,1015.8,352,1.5,75,0
"2016-10-13",21,1015.9,352,2.5,89,0.3
"2016-10-14",0,1017.4,46,3,88,0
"2016-10-14",3,1017.8,2,1.6,82,0
"2016-10-14",6,1015.8,359,1.9,84,0
"2016-10-14",9,1015.5,349,2,81,0
"2016-10-14",12,1016.5,1,1.4,83,0
"2016-10-14",15,1015.9,354,1.8,87,0
"2016-10-14",18,1015.4,202,1.1,89,0
"2016-10-14",21,1015.2,360,2.3,90,0
"2016-10-15",0,1016.5,35,2,95,0
"2016-10-15",3,1015.8,357,1.1,94,0.6
"2016-10-15",6,1013.7,334,1.5,96,0.1
"2016-10-15",9,1013.7,333,2.2,96,0
"2016-10-15",12,1014.5,344,0.9,97,0
"2016-10-15",15,1013.9,999017,0,97,0
"2016-10-15",18,1012.9,215,1.7,97,0
"2016-10-15",21,1012.8,216,3.2,97,0
"2016-10-16",0,1013.9,327,0.6,95,0
"2016-10-16",3,1013.9,342,2.2,76,0
"2016-10-16",6,1011.7,301,1.8,67,0
"2016-10-16",9,1011.7,10,4.1,74,0
"2016-10-16",12,1013.8,353,4.3,77,0
"2016-10-16",15,1014.7,7,2.1,80,0
"2016-10-16",18,1014.5,344,2,83,0
"2016-10-16",21,1014.2,35,3,81,0
"2016-10-17",0,1015.6,35,2.1,80,0
"2016-10-17",3,1015.6,104,1.5,90,0.1
"2016-10-17",6,1013.4,81,1.2,79,0
"2016-10-17",9,1013.7,109,1.1,79,0
"2016-10-17",12,1014.3,17,0.7,87,0
"2016-10-17",15,1014.7,222,0.9,92,0
"2016-10-17",18,1014,341,1.5,92,0
"2016-10-17",21,1013.9,322,2.5,90,0
